id,name,price,original_price,discount_rate,rating_average,review_count,thumbnail_url,url_key,category_id,category_name
273399791,"Bộ 02 cặp gồm 04 miếng lót gót giày silicon chống trầy bảo vệ gót chân, giảm size giày",37000,45000,18,5.0,4,https://salt.tikicdn.com/cache/280x280/ts/product/c5/d0/32/3fe243665f66096120bc9a145bb39489.jpg,bo-02-cap-gom-04-mieng-lot-got-giay-silicon-chong-tray-bao-ve-got-chan-giam-size-giay-p273399791,1703,do_choi
197663303,Giày Cao Gót Nữ BIGGBEN Da Bò Thật Cao 5 Phân GCG11,349000,400000,13,5.0,3,https://salt.tikicdn.com/cache/280x280/ts/product/07/02/3a/e262e68ffb0a235da576e8e4236a286d.jpg,giay-cao-got-nu-biggben-da-bo-that-cao-5-phan-gcg11-p197663303,1703,do_choi
150733008,"Dép chiếu Hương Quế DCQ-12 là một sản phẩm thủ công đẹp, sang trọng và tốt cho sức khoẻ người mang",95000,95000,0,4.7,6,https://salt.tikicdn.com/cache/280x280/ts/product/ef/df/8c/48e21f05e62ea15c497dbd8fbb2a2261.jpg,dep-chieu-huong-que-dcq-12-la-mot-san-pham-thu-cong-dep-sang-trong-va-tot-cho-suc-khoe-nguoi-mang-p150733008,1703,do_choi
141500349,Giày sandal xuồng nữ da bò BIGGBEN cao cấp SDX33,319000,410000,22,5.0,4,https://salt.tikicdn.com/cache/280x280/ts/product/03/7f/cf/48f08cf960c28bc89e77d3c6021b70d7.jpg,giay-sandal-xuong-nu-da-bo-biggben-cao-cap-sdx33-p141500349,1703,do_choi
140573000,Dép Bông Đi Trong Nhà Đế Cao Su Đúc Cao Cấp LACEVA DP95,89000,89000,0,5.0,35,https://salt.tikicdn.com/cache/280x280/ts/product/00/23/62/b8f26368a1814d188836673af9a4194c.jpg,de-p-bong-di-trong-nha-de-cao-su-du-c-cao-ca-p-laceva-dp95-p140573000,1703,do_choi
133847001,Combo Dép Đi Trong Nhà Thu Đông Đế Chống Thấm Chất Nỉ Nhung Thiết Kế Sang Trọng Cho Nam Và Nữ- Hàng Loại 1- Chính Hãng MINIIN,197000,197000,0,4.8,17,https://salt.tikicdn.com/cache/280x280/ts/product/5b/cd/77/0f472262a87aaee9eb2c312c4651bbca.jpeg,combo-dep-di-trong-nha-thu-dong-de-chong-tham-chat-ni-nhung-thiet-ke-sang-trong-cho-nam-va-nu-hang-loai-1-chinh-hang-miniin-p133847001,1703,do_choi
127379023,Giày Sneaker Vải Nữ DINCOX C20 Nữ Tính Sang Trọng Off/White,470000,470000,0,4.5,26,https://salt.tikicdn.com/cache/280x280/ts/product/29/5b/db/b04162c1ed9f9dc6fb04be5a93e640b5.jpg,giay-sneaker-vai-nu-dincox-c20-nu-tinh-sang-trong-off-white-p127379023,1703,do_choi
91011976,Giày búp bê nữ BIGGBEN da bò cao cấp BB89,339000,400000,15,5.0,3,https://salt.tikicdn.com/cache/280x280/ts/product/cd/9b/70/1e1bef758499f8ae997c1e58d0d17248.jpg,giay-bup-be-nu-biggben-da-bo-cao-cap-bb89-p91011976,1703,do_choi
57151356,"Dép chiếu xỏ ngón Hương Quế DCQ-47 nguyên liệu tự nhiên (sợi chiếu, bột quế, sợi đay) ngăn ngừa mồ hôi chân - giữ ẩm và mát chân",95000,95000,0,4.8,11,https://salt.tikicdn.com/cache/280x280/ts/product/22/e6/3d/04c2e77b439e1ebbe69aade4ff18298c.PNG,dep-chieu-xo-ngon-huong-que-dcq-47-nguyen-lieu-tu-nhien-soi-chieu-bot-que-soi-day-ngan-ngua-mo-hoi-chan-giu-am-va-mat-chan-p57151356,1703,do_choi
55120294,Combo 5 cặp vớ bọc gót chân silicone chống nứt nẻ chống bong tróc da và giúp làm hồng gót sen - buybox - BBPK68_5,84500,84500,0,5.0,5,https://salt.tikicdn.com/cache/280x280/ts/product/ac/15/ae/081ae8c0d40c30046d3f9ac943b2a474.jpg,combo-5-cap-vo-boc-got-chan-silicone-chong-nut-ne-chong-bong-troc-da-va-giup-lam-hong-got-sen-buybox-bbpk68_5-p55120294,1703,do_choi
43126126,Bộ 2 cặp lót giày 4D bảo vệ gót chân và chống tuột gót giày (loại bầu) - buybox - BBPK54,25000,25000,0,4.6,15,https://salt.tikicdn.com/cache/280x280/ts/product/c2/37/6e/72b4e218c6e3bdbc190dd65a27dad607.jpg,bo-2-cap-lot-giay-4d-bao-ve-got-chan-va-chong-tuot-got-giay-loai-bau-buybox-bbpk54-p43126126,1703,do_choi
6187099,Dép Cao Gót Nữ BIGGBEN Da Bò Thật DCG02,349000,400000,13,4.7,6,https://salt.tikicdn.com/cache/280x280/ts/product/6d/37/5c/14715e9c8c9d27c8a4529ca71b5c0a32.jpg,dep-cao-got-nu-biggben-da-bo-that-dcg02-p6187099,1703,do_choi
882766,Lót Giày Tăng Chiều Cao 1 Lớp Không Khí Nguyên Bàn Winwinshop88 (3 cm) - Đen,59000,59000,0,5.0,2,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5463.d20170905.t222827.467297.jpg,lot-giay-tang-chieu-cao-1-lop-khong-khi-nguyen-ban-winwinshop88-3-cm-den-p882766,1703,do_choi
276952413,Dép đúc răng cưa dép bánh mì nam nữ vân nhám đế êm chân không thấm nước  có big size,79999,79999,0,5.0,8,https://salt.tikicdn.com/cache/280x280/ts/product/52/40/67/1c9eb4b90abb98ea1efcd49dcb4aa6bb.jpg,dep-duc-rang-cua-dep-banh-mi-nam-nu-van-nham-de-em-chan-khong-tham-nuoc-de-cao-4cm-co-big-size-p276952413,1703,do_choi
275183194,"Chai Vệ Sinh Giày, Bình Xịt Bọt Tuyết Giặt Khô Giày Snoker Dung Dịch Vệ Sinh Giày Dép Snoker Cao Cấp",55000,65000,15,4.8,4,https://salt.tikicdn.com/cache/280x280/ts/product/8e/97/64/8d6e7a7e19377427571e938a087addd8.jpg,chai-ve-sinh-giay-binh-xit-bot-tuyet-giat-kho-giay-snoker-dung-dich-ve-sinh-giay-dep-snoker-cao-cap-p275183194,1703,do_choi
273386037,"Dép chiếu đi trong nhà Hương Quế DC-05 thích hợp mang trong nhà, trong văn phòng",55000,55000,0,4.6,5,https://salt.tikicdn.com/cache/280x280/ts/product/52/0d/15/7e542ba724194606e1fef20bcee99f69.jpg,dep-chieu-di-trong-nha-huong-que-dc-05-thich-hop-mang-trong-nha-trong-van-phong-p273386037,1703,do_choi
270548778,"Miếng dán gót chân 4.4 mét Bảo vệ chân Chống trầy, chống rộp chân, sần da Giảm đau khi mang giày, cao gót Legaxi",15000,15000,0,3.3,3,https://salt.tikicdn.com/cache/280x280/ts/product/03/07/76/ff489e57a8679ab76a01c10d5e45dd3a.jpg,mieng-dan-got-chan-bao-ve-chan-chong-tray-chong-rop-chan-san-da-giam-dau-khi-mang-giay-cao-got-legaxi-p270548778,1703,do_choi
252597179,"Giày búp bê đế bằng da bò trơn Trường Hải da mềm GBB120 có 2 màu đen, trắng",195000,195000,0,4.5,2,https://salt.tikicdn.com/cache/280x280/ts/product/cb/fe/d3/3ec31ce843d061dae1cdf2ced228fc27.jpg,giay-bup-be-de-bang-da-bo-tron-truong-hai-da-mem-gbb120-co-2-mau-den-trang-p252597179,1703,do_choi
250116388,Giày Cao Gót Nữ Công Sở Da Bò Thật BIGGBEN Cao 5 Phân GCG14,450000,450000,0,5.0,3,https://salt.tikicdn.com/cache/280x280/ts/product/29/4e/8e/5ef531803a640332eae8593af65a2087.jpg,giay-cao-got-nu-cong-so-da-bo-that-biggben-cao-5-phan-gcg14-p250116388,1703,do_choi
212605628,Giày lười nữ da bò mềm thời trang cao cấp Trường Hải,299000,299000,0,5.0,3,https://salt.tikicdn.com/cache/280x280/ts/product/38/29/a5/8fc22acd840fb0a8afa3e5bf070c7fb6.jpg,giay-luoi-nu-da-bo-mem-thoi-trang-cao-cap-truong-hai-p212605628,1703,do_choi
163035058,"Dép Đi Trong Nhà, Văn Phòng, Xốp Lỗ Siêu Nhẹ Siêu Rẻ, Chống Trơn Trượt - Hàng Loại 1 - Giao Màu Ngẫu Nhiên",36000,36000,0,5.0,9,https://salt.tikicdn.com/cache/280x280/ts/product/ef/57/03/a07fba06673ec1ccf31ac4e0a2927d47.jpeg,dep-di-trong-nha-van-phong-xop-lo-sieu-nhe-sieu-re-chong-tron-truot-hang-loai-1-giao-mau-ngau-nhien-p163035058,1703,do_choi
141490261,Giày sandal nữ da bò thật BIGGBEN cao cấp SDN70,369000,450000,18,4.7,20,https://salt.tikicdn.com/cache/280x280/ts/product/51/ca/cc/8e36924d4a6f6cb427a12fdf68440efa.jpg,giay-sandal-nu-da-bo-that-biggben-cao-cap-sdn70-p141490261,1703,do_choi
91019369,Giày búp bê nữ BIGGBEN da bò cao cấp BB90,339000,400000,15,4.6,18,https://salt.tikicdn.com/cache/280x280/ts/product/ae/64/e6/872f289a6204aa9d4d70ecc95f6a552b.jpg,giay-bup-be-nu-biggben-da-bo-cao-cap-bb90-p91019369,1703,do_choi
66499993,Dép Nữ Da Bò BIGGBEN Cao Cấp DNQN32,299000,350000,15,4.8,49,https://salt.tikicdn.com/cache/280x280/ts/product/4b/68/c0/58a54353ddddc0d8122d03355474a3b6.jpg,dep-nu-da-bo-biggben-cao-cap-dnqn32-p66499993,1703,do_choi
57382862,Dép Đi Trong Nhà - Văn Phòng - Nhà Tắm Chống Trơn Trượt Lock&Lock ETM645 240mm,225000,250000,10,5.0,42,https://salt.tikicdn.com/cache/280x280/ts/product/31/64/fd/09ace127498bc22cf16e2c3cf73818b7.jpg,dep-di-trong-van-phong-trong-nha-tam-lock-lock-etm646-etm645-p57382862,1703,do_choi
47293616,Combo 01 cặp lót mũi giày cao su non và 01 cặp lót gót chân 2 trong 1 - buybox - BBPK09&50,35000,35000,0,5.0,7,https://salt.tikicdn.com/cache/280x280/ts/product/a8/42/5a/e2d4d9af4091c8e28a7b1c2d21ae188a.jpg,combo-01-cap-lot-mui-giay-cao-su-non-va-01-cap-lot-got-chan-2-trong-1-buybox-bbpk09-50-p47293616,1703,do_choi
45948127,"4 miếng lót gót giày vải êm chân, lót đệm gót",30000,30000,0,4.7,11,https://salt.tikicdn.com/cache/280x280/ts/product/b5/60/8b/238ca8f3873068eea9b6b54635c7ad77.jpg,4-mieng-lot-got-giay-vai-em-chan-lot-dem-got-p45948127,1703,do_choi
19984182,Xi nước đánh giày Kangaroo Hàn Quốc - Nhập khẩu chính hãng,59000,59000,0,4.6,17,https://salt.tikicdn.com/cache/280x280/ts/product/1b/18/10/eabac3d046465f9b1b9c0f996c771e60.jpg,xi-nuoc-danh-giay-kangaroo-han-quoc-nhap-khau-chinh-hang-p19984182,1703,do_choi
277943671,"Giày cao gót nữ quai sau ROSATA RO722 - 6p - Đen, Hồng - HÀNG VIỆT NAM-BKSTORE",399000,399000,0,4.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/7d/06/80/1fa9afbb047f417b7074a806f2620a72.jpg,giay-cao-got-nu-quai-sau-rosata-ro722-6p-den-hong-hang-viet-nam-bkstore-p277943671,1703,do_choi
276946113,Bộ 2 cặp lót giày 4D bảo vệ gót chân và chống tuột gót giày (loại bầu) 1 CẶP KEM VÀ 1 CẶP ĐEN,80000,80000,0,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/e3/f2/f0/bb204f296fd5540cfcf70dcd854062af.jpg,bo-2-cap-lot-giay-4d-bao-ve-got-chan-va-chong-tuot-got-giay-loai-vuong-mau-den-va-da-p276946113,1703,do_choi
276883040,Viên Tẩy Vệ Sinh Giày Thể Thao,42500,42500,0,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/28/68/89/ef46b1bde4c40b2c198b10b189b55e6e.jpg,vien-tay-ve-sinh-giay-the-thao-p276883040,1703,do_choi
276829883,"Sét 2 miếng lót gót chân cao su mềm cho nam và nữ ,bảo vệ gót chân ,cổ chân ,chống nứt gót , khi mang giày ",69000,69000,0,2.5,2,https://salt.tikicdn.com/cache/280x280/ts/product/0e/50/a5/2981cf3eb961818ff3b8af5728198d81.jpg,set-2-mieng-lot-got-chan-cao-su-mem-cho-nam-va-nu-bao-ve-got-chan-co-chan-chong-nut-got-khi-mang-giay-p276829883,1703,do_choi
195536360,Giày Sandal Nữ Da Bò Thật BIGGBEN Cao Cấp SDN84,319000,350000,9,5.0,5,https://salt.tikicdn.com/cache/280x280/ts/product/73/ed/34/091c7ef757f46257cfa86517f00905da.jpg,giay-sandal-nu-da-bo-that-biggben-cao-cap-sdn84-p195536360,1703,do_choi
151489262,Giày búp bê nữ da bò cao cấp BIGGBEN BB120,339000,400000,15,4.8,9,https://salt.tikicdn.com/cache/280x280/ts/product/a1/05/a4/0051316150b167c0978058614707897f.jpg,giay-bup-be-nu-da-bo-cao-cap-biggben-bb120-p151489262,1703,do_choi
91255452,Giày Sandal Đế Xuồng Nữ Da Bò BIGGBEN Cao Cấp SDX28,369000,460000,20,4.7,6,https://salt.tikicdn.com/cache/280x280/ts/product/9e/49/33/fc7f6b3f198c39685f04c31ac33ad9c5.jpg,giay-sandal-de-xuong-nu-da-bo-biggben-cao-cap-sdx28-p91255452,1703,do_choi
76385061,Giày sandal nữ kẹp BIGGBEN da bò thật cao cấp SDN67,319000,400000,20,4.5,5,https://salt.tikicdn.com/cache/280x280/ts/product/10/c6/9b/ea3c27760f7d75212bac5b1811c91dac.jpg,giay-sandal-nu-kep-biggben-da-bo-that-cao-cap-sdn67-p76385061,1703,do_choi
59207843,Giày Sandal Cao Gót BIGGBEN Da Bò Thật SDCG51,329000,450000,27,4.6,8,https://salt.tikicdn.com/cache/280x280/ts/product/e8/0d/87/03610fd7bca0404780d0c2d8b6b2018e.jpg,giay-sandal-cao-got-biggben-da-bo-that-sdcg51-p59207843,1703,do_choi
55054480,Dép Cao Gót Nữ BIGGBEN Cao Cấp DCG32,279000,400000,30,4.0,4,https://salt.tikicdn.com/cache/280x280/ts/product/ed/0c/9b/23216c8d57aee23f4dcbd38aca5d1024.jpg,dep-cao-got-nu-da-bo-biggben-cao-cap-dcg32-p55054480,1703,do_choi
36978561,Giày Sandal Nữ Đế Xuồng BIGGBEN Da Bò Thật SDN38 - 36,319000,420000,24,4.8,17,https://salt.tikicdn.com/cache/280x280/ts/product/dd/34/82/f29cbf2893449a8fc93422aa9a987421.jpg,giay-sandal-nu-de-xuong-biggben-da-bo-that-sdn38-p36978561,1703,do_choi
886684,Lót Giày Tăng Chiều Cao 2 Lớp Không Khí Nguyên Bàn Winwinshop88 (5 cm) - Đen,69000,69000,0,5.0,1,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5463.d20170906.t215319.322640.jpg,lot-giay-tang-chieu-cao-2-lop-khong-khi-nguyen-ban-winwinshop88-5-cm-den-p886684,1703,do_choi
275852646,Chai Xịt Khử Mùi Giày Nano Bạc Dung Tích 260ml Chai Màu Xanh Diệt Khuẩn Ngăn Ngừa Hôi Chân Lưu Hương 24h,28000,28000,0,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/18/ed/ea/650090fcf52309c4d1637e42d07942b9.jpg,chai-xit-khu-mui-giay-nano-bac-dung-tich-260ml-chai-mau-xanh-diet-khuan-ngan-ngua-hoi-chan-luu-huong-24h-p275852646,1703,do_choi
274535356,"Giày thể thao nữ phong cách cá tính, thoáng khí, đế cao su đúc, chống trơn trượt hạn chế mòn  - gnu2061",530000,1060000,50,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/a3/0d/9b/e13c28b856bd39362cd4a1bba7cdf5f1.jpg,giay-the-thao-nu-gnu2061-giay-phong-cach-ca-tinh-thoang-khi-de-cao-su-duc-chong-tron-truot-han-che-mon-p274535356,1703,do_choi
271398085,Dép Nữ Da Bò Thật BIGGBEN Cao Cấp DNQN57,329000,400000,18,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/b7/60/5e/1adb34a1cd88ab6fbb60ba8567ffc979.jpg,dep-nu-da-bo-that-biggben-cao-cap-dnqn57-p271398085,1703,do_choi
149969265,Dép nhựa siêu nhẹ Bitis nữ,104000,104000,0,5.0,57,https://salt.tikicdn.com/cache/280x280/ts/product/f7/e8/e4/1a3946a822ddc4fc50047e4edfadc210.jpg,dep-nhua-sieu-nhe-bitis-nu-p149969265,1703,do_choi
106605092,Giày búp bê nữ BIGGBEN da bò cao cấp BB99,339000,400000,15,4.7,50,https://salt.tikicdn.com/cache/280x280/ts/product/27/bf/a7/91185544981f39879b742dbab1071625.jpg,giay-bup-be-nu-biggben-da-bo-cao-cap-bb99-p106605092,1703,do_choi
91010827,Giày búp bê nữ BIGGBEN da bò cao cấp BB87,339000,400000,15,4.7,13,https://salt.tikicdn.com/cache/280x280/ts/product/4a/01/61/8143f167e5b8aaf3daba229ee06bf127.jpg,giay-bup-be-nu-biggben-da-bo-cao-cap-bb87-p91010827,1703,do_choi
74300815,Giày Búp Bê Nữ Da Bò BIGGBEN Cao Cấp BB75,339000,400000,15,4.7,37,https://salt.tikicdn.com/cache/280x280/ts/product/cb/4b/85/82ab99da980ca9480b83cd2f31715e80.jpg,giay-bup-be-nu-da-bo-biggben-cao-cap-bb75-p74300815,1703,do_choi
22969322,Dép Nữ BIGGBEN Da Bò Thật DNQN20,329000,400000,18,4.5,30,https://salt.tikicdn.com/cache/280x280/ts/product/4a/55/bf/9c5343e781d4e29b042a93d212b07042.jpg,dep-nu-biggben-da-bo-that-dnqn20-p22969322,1703,do_choi
20235117,Xi đánh giày Kangaroo Hàn Quốc - Nhập khẩu chính hãng,39000,39000,0,4.5,36,https://salt.tikicdn.com/cache/280x280/ts/product/30/22/fb/afe32a21e36ce4e1c8f89302324f75ca.jpg,xi-danh-giay-kangaroo-han-quoc-nhap-khau-chinh-hang-p20235117,1703,do_choi
252596105,"Giày búp bê trơn da bò mũi vuông Trường Hải có 2 màu xanh ,đen GBB115",285000,285000,0,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/58/a1/4e/cb16a93c92bc6f738c1f3cecd939f43f.jpg,giay-bup-be-tron-da-bo-mui-vuong-truong-hai-co-2-mau-xanh-den-gbb115-p252596105,1703,do_choi
214000480,Giày Thể Thao Biti's Nữ DSW066800,540000,540000,0,5.0,3,https://salt.tikicdn.com/cache/280x280/ts/product/0f/1e/ab/ae09e03d42d7b9bcafb5621a508f2d5b.jpg,giay-the-thao-biti-s-nu-dsw066800-p214000480,1703,do_choi
203481091,Giày Sandal Nữ Da Bò Thật BIGGBEN Cao Cấp SDN88,319000,400000,20,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/6e/5f/1a/81928488041a61ea9b8c81bcd1838668.jpg,giay-sandal-nu-da-bo-that-biggben-cao-cap-sdn88-p203481091,1703,do_choi
150735516,"Dép chiếu Hương Quế DCQ-38 có lớp chiếu tỏa ra hơi ấm, hương thơm nhẹ giúp kích thích các huyệt đạo trong lòng bàn chân",95000,95000,0,5.0,4,https://salt.tikicdn.com/cache/280x280/ts/product/c4/6a/7a/68f06389bccfa7a3bdd2b1ef36995d02.jpg,dep-chieu-huong-que-dcq-38-co-lop-chieu-toa-ra-hoi-am-huong-thom-nhe-giup-kich-thich-cac-huyet-dao-trong-long-ban-chan-p150735516,1703,do_choi
106901880,Giày Búp Bê Nữ Da Bò BIGGBEN Cao Cấp BB109,339000,400000,15,4.5,29,https://salt.tikicdn.com/cache/280x280/ts/product/79/0b/fd/9460246f932f55f35464da91fe64231e.jpg,giay-bup-be-nu-da-bo-biggben-cao-cap-bb109-p106901880,1703,do_choi
106552818,Giày búp bê nữ đế xuồng da bò BIGGBEN BB93,339000,400000,15,4.8,19,https://salt.tikicdn.com/cache/280x280/ts/product/da/02/04/e062080d73f2cce2c719694accc18080.jpg,giay-bup-be-nu-de-xuong-da-bo-biggben-bb93-p106552818,1703,do_choi
57283747,"Dép chiếu Hương Quế DCQ-49 với nguyên liệu thân thiện môi trường (sợi chiếu, bột quế, sợi đay)",95000,95000,0,4.8,42,https://salt.tikicdn.com/cache/280x280/ts/product/37/00/73/f0d43aba6ce65e3225a6367beb7f78f3.PNG,dep-chieu-huong-que-dcq-49-voi-nguyen-lieu-than-thien-moi-truong-soi-chieu-bot-que-soi-day-p57283747,1703,do_choi
12530748,Giày Sandal Nữ BIGGBEN Da Bò Thật SDN20,319000,400000,20,4.3,15,https://salt.tikicdn.com/cache/280x280/ts/product/1b/01/f2/10a5b1d9f9950f08ba02fd96a2f37d2c.jpg,giay-sandal-nu-biggben-da-bo-that-sdn20-p12530748,1703,do_choi
279199220,"Nồi áp suất cơ Elmich 5L PCE-8792, công suất lớn 1000W, dung tích 5L - Hàng chính hãng",1680000,3695000,55,4.5,11,https://salt.tikicdn.com/cache/280x280/ts/product/c8/50/b6/9d174a8f76632649c61defa0cc602abe.jpg,noi-ap-suat-co-elmich-5l-pce-8792-cong-suat-lon-1000w-dung-tich-5l-hang-chinh-hang-p279199220,1882,gia_dung
278899036,Ấm Đun Nước Siêu Tốc Hafele HS-K1707DX - 535.44.170 - 1.7L Hàng Chính Hãng,690000,1590000,57,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/82/89/7f/568910070b765bc3a5d167101eb1496c.jpg,am-dun-nuoc-sieu-toc-hafele-hs-k1707dx-535-44-170-1-7l-hang-chinh-hang-p278899036,1882,gia_dung
278099047,Máy Vắt Cam LocknLock Citrus Juicer EJJ244 40W 700ml - Xoay Ép Hai Chiều - Hàng chính hãng,370000,544000,32,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/ba/1a/20/881225159c0a38e0032c36d53428efaa.jpg,may-vat-cam-locknlock-citrus-juicer-ejj244-40w-700ml-xoay-ep-hai-chieu-hang-chinh-hang-p278099047,1882,gia_dung
278091560, Quạt đứng Philips CX1520/01 - Hàng chính hãng,1462000,1990000,27,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/ed/35/5c/73ac059943300703ac4ff12166261c8a.png,quat-dung-philips-cx1520-01-hang-chinh-hang-p278091560,1882,gia_dung
277933360,Nồi lẩu điện BEAR 1.2L công suất 500W DRG-Z12K1 (MC-4H12J) - Hàng Chính Hãng,300000,496000,40,5.0,5,https://salt.tikicdn.com/cache/280x280/ts/product/aa/93/b3/84a604ca1e396a03882cc3e83a629a84.jpg,noi-lau-dien-bear-1-2l-cong-suat-500w-drg-z12k1-mc-4h12j-p277933360,1882,gia_dung
277809791,Máy xay sinh tố cầm tay 400ml Elmich BLE9215 - Hàng chính hãng,425000,935000,55,4.5,11,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/23/b3/92/b34c8d783c51803a41bba8a3fd91aceb.png,may-xay-sinh-to-cam-tay-400ml-elmich-ble9215-p277809791,1882,gia_dung
277809676,"Máy xay thịt Elmich MCE8584B, dung tích 2L - Hàng chính hãng",875000,1860000,53,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/8f/88/60/01e2f9a0a0c27682327f1bb2702e5e5c.jpg,may-xay-thit-elmich-mce8584b-dung-tich-2l-p277809676,1882,gia_dung
277780931,Bàn là hơi nước cầm tay Elmich SIE9161 / SIE9163 / SIE9164 - Hàng chính hãng,840000,1785000,53,4.8,9,https://salt.tikicdn.com/cache/280x280/ts/product/bf/9e/2e/35311d66240446ea617fa0db2f8eadca.jpg,ban-la-hoi-nuoc-cam-tay-elmich-sie9161-sie9163-sie9164-p277780931,1882,gia_dung
277723177,Máy sấy bát Elmich DDE-3907 - Hàng chính hãng,2216000,4875000,55,5.0,4,https://salt.tikicdn.com/cache/280x280/ts/product/4d/5d/00/b8b1e67570f426ae6271f562b797ce73.png,may-say-bat-elmich-dde-3907-p277723177,1882,gia_dung
276448859,Máy làm sữa hạt Elmich CBE-8650 - Hàng chính hãng,1564000,2875000,46,4.3,7,https://salt.tikicdn.com/cache/280x280/ts/product/63/76/a6/8f1f3713a38ac664f7208fd0dd5f9ae6.jpg,may-lam-sua-hat-elmich-cbe-8650-p276448859,1882,gia_dung
276235667,Nồi hấp hơi nước BEAR 6L 2 tầng (EFS-4H60V / DZG-C60Q8) - Hàng Chính Hãng,518000,1190000,56,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/4a/8c/92/c14dca3593e22dabbc51d2b3f39a3448.jpg,noi-hap-hoi-nuoc-bear-6l-2-tang-efs-4h60v-dzg-c60q8-p276235667,1882,gia_dung
275515112,"Nồi áp suất Elmich PCE-1805G dung tích 2,5L - Hàng Chính Hãng",1000000,2125000,53,4.7,228,https://salt.tikicdn.com/cache/280x280/ts/product/27/f7/56/c959903143056408f9793563165ec12f.jpg,noi-ap-suat-elmich-pce-1805-dung-tich-2-5l-hang-chinh-hang-p275515112,1882,gia_dung
275512782,"Máy xay thịt, xay thực phẩm cho bé Elmich CHE-8665, 6 lưỡi inox 304 - An toàn tuyệt đối - Hàng chính hãng",482000,1060000,55,5.0,23,https://salt.tikicdn.com/cache/280x280/ts/product/f4/ba/e6/420775fb11144153114496a75fd6540b.jpg,may-xay-thuc-pham-cho-be-elmich-che-8665-hang-chinh-hang-p275512782,1882,gia_dung
275063209,Bếp từ đơn Hafele HS-I2711B 536.61.890 | Công suất 2000W |  HÀNG CHÍNH HÃNG,885000,1490000,41,5.0,3,https://salt.tikicdn.com/cache/280x280/ts/product/2f/f8/d0/d75c2cff0aa28cedcc4f13dc61bec8a7.jpg,bep-tu-don-hafele-hs-i2711b-536-61-890-p275063209,1882,gia_dung
273561794,"Nồi nấu chậm, nấu cháo, chưng yến 1L Elmich SCE-8524OL - Hàng Chính Hãng",565000,1200000,53,5.0,92,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/81/bb/70/ef4186b242b3486df23ad4f10f2128f5.png,noi-nau-cham-1l-elmich-sce-8524ol-hang-chinh-hang-p273561794,1882,gia_dung
273358997,Bếp điện từ Elmich ICE 3879 - Hàng Chính Hãng,1120000,2465000,55,5.0,38,https://salt.tikicdn.com/cache/280x280/ts/product/61/9b/cf/0f5c9fbcecd8f355191c547c587724cf.jpg,bep-dien-tu-elmich-ice-3879-hang-chinh-hang-p273358997,1882,gia_dung
272428559,Ấm siêu tốc Elmich KEE 8457 - Hàng Chính Hãng,658000,1398000,53,4.3,18,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/03/fe/42/12e8e7561811200a1d6a020345465073.png,am-sieu-toc-elmich-kee-8457-hang-chinh-hang-p272428559,1882,gia_dung
271199622,Máy xay sinh tố cầm tay Elmich BLE 3890 (55W) - Hàng chính hãng,500000,1100000,55,4.5,28,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/7e/9b/cf/1163e7a942cb2ed0670c6d2eca3cba40.png,may-xay-sinh-to-cam-tay-elmich-ble-3890-55w-hang-chinh-hang-p271199622,1882,gia_dung
271199618,Máy xay sinh tố cầm tay Elmich BLE 3889 (55W) - Hàng chính hãng,518000,1100000,53,4.1,16,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/40/53/13/a5fb5d8ec549461dc22617aa46d2397a.png,may-xay-sinh-to-cam-tay-elmich-ble-3889-55w-hang-chinh-hang-p271199618,1882,gia_dung
271199608,"Máy làm sữa hạt Elmich CBE-3904OL, công suất 800W, 7 chế độ nấu được thiết lập sẵn, lưỡi dao 3 tầng 8 cánh giúp xay nhuyễn - Hàng chính hãng",1534000,3375000,55,4.8,100,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/00/0b/c0/c1087c39afee6c2886508b0491328568.png,may-lam-sua-hat-elmich-cbe-3904-ol-800w-hang-chinh-hang-p271199608,1882,gia_dung
263079162,Máy Lọc Không Khí Philips AC0650 (39m2) - Hàng Chính Hãng,1939000,2899000,33,4.8,10,https://salt.tikicdn.com/cache/280x280/ts/product/f7/f0/fd/09d60069df733bbf7387174f3c257236.jpg,may-loc-khong-khi-philips-ac0650-39m2-hang-chinh-hang-p263079162,1882,gia_dung
